hub_state,hub_city,city,state,latitude,longitude,distance_miles,delivery_count
MD,Baltimore,Edgewood,MD,39.419,-76.2964,18.72,1
MD,Baltimore,Eldersburg,MD,39.4041,-76.9528,19.33,3
MD,Baltimore,Elkridge,MD,39.1941,-76.7428,10.3,30
MD,Baltimore,Elkton,MD,39.6066,-75.8209,47.18,40
MD,Baltimore,Emmitsburg,MD,39.7051,-77.3217,46.75,1
MD,Baltimore,Essex,MD,39.3021,-76.4449,9.06,11
MD,Baltimore,Fallston,MD,39.5332,-76.4452,18.16,0
MD,Baltimore,Forestville,MD,38.8518,-76.8708,34.21,5
MD,Baltimore,Fort Meade,MD,39.1061,-76.7437,15.39,1
MD,Baltimore,Fort Washington,MD,38.7339,-77.0069,44.74,1
MD,Baltimore,Frederick,MD,39.4337,-77.4141,43.63,95
MD,Baltimore,Fulton,MD,39.1516,-76.9163,19.33,1
MD,Baltimore,Gaithersburg,MD,39.1346,-77.2131,34.14,28
MD,Baltimore,Gambrills,MD,39.0927,-76.6511,14.81,3
MD,Baltimore,Garrison,MD,39.4023,-76.7514,9.93,1
MD,Baltimore,Germantown,MD,39.1755,-77.2643,35.91,6
MD,Baltimore,Glen Burnie,MD,39.156,-76.6071,10.31,32
MD,Baltimore,Glenarden,MD,38.9294,-76.8577,29.05,1
MD,Baltimore,Glenn Dale,MD,38.9833,-76.804,24.45,5
MD,Baltimore,Goldsboro,MD,39.0316,-75.7821,48.42,1
MD,Baltimore,Greenbelt,MD,38.9953,-76.8885,25.96,1
MD,Baltimore,Hampstead,MD,39.6105,-76.8549,24.7,8
MD,Baltimore,Havre De Grace,MD,39.548,-76.1146,31.51,15
MD,Baltimore,Hillcrest Heights,MD,38.8373,-76.9641,37.37,1
MD,Baltimore,Hyattsville,MD,38.9613,-76.9548,29.95,23
MD,Baltimore,Jessup,MD,39.1488,-76.7772,13.88,144
MD,Baltimore,Joppatowne,MD,39.4181,-76.3516,16.06,1
MD,Baltimore,Kennedyville,MD,39.3032,-75.9949,33.12,2
MD,Baltimore,Kingsville,MD,39.4496,-76.4205,14.38,1
MD,Baltimore,Landover,MD,38.9241,-76.8875,30.12,22
MD,Baltimore,Landover Hills,MD,38.9425,-76.8945,29.21,1
MD,Baltimore,Lanham,MD,38.962,-76.8421,26.66,8
MD,Baltimore,Largo,MD,38.88,-76.8289,31.54,1
MD,Baltimore,Laurel,MD,39.0949,-76.8622,19.67,33
MD,Baltimore,Linthicum,MD,39.2088,-76.6626,7.14,2
MD,Baltimore,Manchester,MD,39.6585,-76.8881,28.45,1
MD,Baltimore,Marydel,MD,39.113,-75.7497,48.16,1
MD,Baltimore,Middle River,MD,39.3436,-76.4253,10.45,59
MD,Baltimore,Milford Mill,MD,39.3444,-76.7668,8.59,2
MD,Baltimore,Millington,MD,39.2629,-75.836,41.73,0
MD,Baltimore,Monrovia,MD,39.357,-77.2747,35.47,198
MD,Baltimore,Montgomery Village,MD,39.1788,-77.1954,32.29,2
MD,Baltimore,Mount Airy,MD,39.3742,-77.1534,29.2,3
MD,Baltimore,New Market,MD,39.3889,-77.2789,35.97,3
MD,Baltimore,New Windsor,MD,39.5443,-77.1012,30.79,11
MD,Baltimore,North Bethesda,MD,39.0393,-77.1191,32.68,1
MD,Baltimore,North East,MD,39.6076,-75.9414,41.54,32
MD,Baltimore,Odenton,MD,39.0661,-76.6938,17.05,8
MD,Baltimore,Owings Mills,MD,39.4115,-76.7913,11.97,4
MD,Baltimore,Oxon Hill,MD,38.7884,-76.9727,40.55,4
MD,Baltimore,Pasadena,MD,39.1552,-76.5537,10.85,5
MD,Baltimore,Perryman,MD,39.4632,-76.212,24.11,0
MD,Baltimore,Perryville,MD,39.5737,-76.0668,34.62,36
MD,Baltimore,Point of Rocks,MD,39.2782,-77.5291,48.95,4
MD,Baltimore,Port Deposit,MD,39.6111,-76.098,34.73,4
MD,Baltimore,Queen Anne,MD,38.9021,-76.6973,28.2,0
MD,Baltimore,Queenstown,MD,38.9868,-76.1633,32.68,5
MD,Baltimore,Reisterstown,MD,39.455,-76.814,14.86,1
MD,Baltimore,Rising Sun,MD,39.7003,-76.0587,40.29,1
MD,Baltimore,Riverdale Park,MD,38.9643,-76.9266,28.89,1
MD,Baltimore,Rockville,MD,39.0834,-77.1553,32.77,6
MD,Baltimore,Rosedale,MD,39.3266,-76.5084,5.86,47
MD,Baltimore,Rossville,MD,39.3572,-76.4767,8.19,2
MD,Baltimore,Savage,MD,39.1485,-76.8228,15.54,6
MD,Baltimore,Severn,MD,39.1355,-76.6956,12.5,18
MD,Baltimore,Severna Park,MD,39.087,-76.5687,15.27,1
MD,Baltimore,Silver Spring,MD,39.0028,-77.0207,30.17,6
MD,Baltimore,Stevensville,MD,38.9745,-76.3184,27.81,2
MD,Baltimore,Sudlersville,MD,39.1833,-75.8535,41.58,4
MD,Baltimore,Suitland,MD,38.8492,-76.9225,35.57,1
MD,Baltimore,Sykesville,MD,39.3716,-76.9716,19.63,5
MD,Baltimore,Takoma Park,MD,38.981,-77.0028,30.57,2
MD,Baltimore,Taneytown,MD,39.6569,-77.1683,38.25,2
MD,Baltimore,Temple Hills,MD,38.8106,-76.9495,38.61,2
MD,Baltimore,Thurmont,MD,39.621,-77.4076,47.61,13
MD,Baltimore,Timonium,MD,39.4459,-76.6032,9.75,2
MD,Baltimore,Towson,MD,39.3944,-76.619,6.17,0
MD,Baltimore,Union Bridge,MD,39.5731,-77.1744,35.15,0
MD,Baltimore,Upper Marlboro,MD,38.8153,-76.7514,34.63,27
MD,Baltimore,Westminster,MD,39.5796,-77.0067,28.25,19
MD,Baltimore,White Marsh,MD,39.3819,-76.4574,9.93,9
MD,Baltimore,Woodlawn,MD,39.3054,-76.7489,7.19,4
MD,Baltimore,Woodsboro,MD,39.5328,-77.3097,40.31,0
ME,Bangor,Bangor,ME,44.8323,-68.7906,0.0,20
ME,Bangor,Belfast,ME,44.4279,-69.0325,30.37,1
ME,Bangor,Brewer,ME,44.7835,-68.7352,4.33,1
ME,Bangor,ELLSWORTH,ME,44.5847,-68.4875,22.68,1
ME,Bangor,Old Town,ME,44.9491,-68.7249,8.69,4
ME,Bangor,Waterville,ME,44.5441,-69.6624,47.23,1
MI,Petoskey,Atlanta,MI,45.0012,-84.1513,47.91,1
MI,Petoskey,Bear Lake,MI,44.7182,-84.9486,44.73,0
MI,Petoskey,Charlevoix,MI,45.3137,-85.2558,13.44,0
MI,Petoskey,Cheboygan,MI,45.641,-84.4687,31.6,0
MI,Petoskey,East Jordan,MI,45.1547,-85.13,16.07,0
MI,Petoskey,Elk Rapids,MI,44.8949,-85.4053,38.3,1
MI,Petoskey,Gaylord,MI,45.0208,-84.6809,28.11,1
MI,Petoskey,Harbor Springs,MI,45.4326,-84.989,4.68,1
MI,Petoskey,Petoskey,MI,45.3649,-84.9888,0.0,68
MI,Petoskey,Vanderbilt,MI,45.1436,-84.6639,21.99,0
MN,Eden Prairie,Anoka,MN,45.2099,-93.3893,25.18,0
MN,Eden Prairie,Arden Hills,MN,45.0721,-93.167,21.04,0
MN,Eden Prairie,Becker,MN,45.3824,-93.8772,42.12,1
MN,Eden Prairie,Big Lake,MN,45.3417,-93.7434,36.76,1
MN,Eden Prairie,Blaine,MN,45.1696,-93.2077,25.35,1
MN,Eden Prairie,Bloomington,MN,44.8306,-93.3151,7.19,5
MN,Eden Prairie,Brooklyn Park,MN,45.1112,-93.3505,18.9,0
MN,Eden Prairie,Burnsville,MN,44.7648,-93.2793,10.57,1
MN,Eden Prairie,Centerville,MN,45.164,-93.054,29.44,0
MN,Eden Prairie,Chanhassen,MN,44.8546,-93.5621,5.04,0
MN,Eden Prairie,Chaska,MN,44.8164,-93.6091,7.66,1
MN,Eden Prairie,Circle Pines,MN,45.1409,-93.1505,25.2,0
MN,Eden Prairie,Coon Rapids,MN,45.1755,-93.3094,23.73,1
MN,Eden Prairie,Cottage Grove,MN,44.8161,-92.9274,26.17,0
MN,Eden Prairie,Eagan,MN,44.817,-93.1638,14.65,5
MN,Eden Prairie,Eden Prairie,MN,44.8488,-93.4595,0.0,29
MN,Eden Prairie,Elk River,MN,45.3314,-93.567,33.75,1
MN,Eden Prairie,Faribault,MN,44.2996,-93.2789,38.97,0
MN,Eden Prairie,Fridley,MN,45.0841,-93.2595,18.97,1
MN,Eden Prairie,Glencoe,MN,44.7699,-94.151,34.33,1
MN,Eden Prairie,Golden Valley,MN,44.9901,-93.3591,10.93,1
MN,Eden Prairie,Hastings,MN,44.7318,-92.8538,30.78,0
MN,Eden Prairie,Hutchinson,MN,44.8855,-94.3768,44.99,0
MN,Eden Prairie,Inver Grove Heights,MN,44.8247,-93.0596,19.66,1
MN,Eden Prairie,Jordan,MN,44.6648,-93.6351,15.36,0
MN,Eden Prairie,Lakeville,MN,44.6774,-93.252,15.62,1
MN,Eden Prairie,Loretto,MN,45.0548,-93.6353,16.63,1
MN,Eden Prairie,Maple Grove,MN,45.1089,-93.4626,17.97,6
MN,Eden Prairie,Maple Plain,MN,45.0088,-93.6618,14.84,1
MN,Eden Prairie,Mendota Heights,MN,44.8815,-93.14,15.81,2
MN,Eden Prairie,Minneapolis,MN,44.9635,-93.2678,12.28,8
MN,Eden Prairie,Montgomery,MN,44.445,-93.5797,28.52,0
MN,Eden Prairie,Monticello,MN,45.2991,-93.7996,35.26,1
MN,Eden Prairie,Mounds View,MN,45.1071,-93.2076,21.68,1
MN,Eden Prairie,New Brighton,MN,45.0658,-93.206,19.45,1
MN,Eden Prairie,New Hope,MN,45.0375,-93.3869,13.51,0
MN,Eden Prairie,Newport,MN,44.8743,-92.9975,22.69,1
MN,Eden Prairie,Northfield,MN,44.455,-93.1698,30.71,1
MN,Eden Prairie,Otsego,MN,45.266,-93.6201,29.87,1
MN,Eden Prairie,Plymouth,MN,45.0225,-93.4617,12.0,1
MN,Eden Prairie,Prior Lake,MN,44.7246,-93.4419,8.62,1
MN,Eden Prairie,Red Wing,MN,44.5817,-92.6036,45.9,1
MN,Eden Prairie,Rockford,MN,45.092,-93.7453,21.85,0
MN,Eden Prairie,Rogers,MN,45.1865,-93.5783,24.04,2
MN,Eden Prairie,Rosemount,MN,44.7466,-93.0661,20.54,1
MN,Eden Prairie,Roseville,MN,45.0155,-93.1545,18.85,0
MN,Eden Prairie,Savage,MN,44.7545,-93.3632,8.05,1
MN,Eden Prairie,Shakopee,MN,44.7745,-93.4772,5.21,0
MN,Eden Prairie,Waterville,MN,44.2235,-93.5746,43.57,1
MN,Eden Prairie,White Bear Lake,MN,45.0656,-93.015,26.4,0
MN,Eden Prairie,Winsted,MN,44.9574,-94.0498,29.85,0
MN,Eden Prairie,Winthrop,MN,44.5424,-94.3598,49.02,0
MN,Eden Prairie,Woodbury,MN,44.9057,-92.923,26.56,0
MO,Sikeston,Anniston,MO,36.8243,-89.3267,15.03,0
MO,Sikeston,Benton,MO,37.099,-89.5624,14.82,1
MO,Sikeston,Bloomfield,MO,36.8875,-89.9306,18.95,0
MO,Sikeston,Cape Girardeau,MO,37.3109,-89.5597,29.44,1
MO,Sikeston,Dudley,MO,36.7898,-90.0918,28.65,3
MO,Sikeston,Hayti,MO,36.2323,-89.7475,45.99,0
MO,Sikeston,Jackson,MO,37.3792,-89.6522,34.3,19
MO,Sikeston,Malden,MO,36.585,-89.9808,30.08,0
MO,Sikeston,Marston,MO,36.5177,-89.6063,25.43,0
MO,Sikeston,Morehouse,MO,36.8463,-89.6911,6.32,0
MO,Sikeston,New Madrid,MO,36.5878,-89.5505,20.67,0
MO,Sikeston,Poplar Bluff,MO,36.7632,-90.4135,46.45,7
MO,Sikeston,Portageville,MO,36.4295,-89.6993,32.1,0
MO,Sikeston,Scott City,MO,37.2243,-89.536,23.59,0
MO,Sikeston,Sikeston,MO,36.8854,-89.5877,0.0,129
MS,Hattiesburg,Bay Springs,MS,31.9772,-89.2792,46.33,4
MS,Hattiesburg,Beaumont,MS,31.1707,-88.9252,25.0,1
MS,Hattiesburg,Columbia,MS,31.2564,-89.8266,30.3,0
MS,Hattiesburg,ELLISVILLE,MS,31.5969,-89.2091,20.99,0
MS,Hattiesburg,Hattiesburg,MS,31.3074,-89.317,0.0,11
MS,Hattiesburg,Kokomo,MS,31.1991,-90.0008,41.08,2
MS,Hattiesburg,Laurel,MS,31.6956,-89.1449,28.67,3
MS,Hattiesburg,Lumberton,MS,31.0064,-89.4592,22.43,0
MS,Hattiesburg,Magee,MS,31.873,-89.734,46.15,2
MS,Hattiesburg,Monticello,MS,31.5525,-90.1145,49.97,4
MS,Hattiesburg,Moselle,MS,31.5087,-89.2824,14.06,1
MS,Hattiesburg,New Augusta,MS,31.2036,-89.0272,18.56,0
MS,Hattiesburg,Purvis,MS,31.145,-89.4054,12.38,1
MS,Hattiesburg,Taylorsville,MS,31.8322,-89.4342,36.91,0
MS,Hattiesburg,Wiggins,MS,30.8557,-89.1386,32.95,0
MT,Billings,Billings,MT,45.7891,-108.5526,0.0,1
NC,Charlotte,Albemarle,NC,35.3594,-80.1915,37.51,49
NC,Charlotte,Ansonville,NC,35.1041,-80.1097,41.34,0
NC,Charlotte,Badin,NC,35.4071,-80.1184,42.43,0
NC,Charlotte,Belmont,NC,35.2212,-81.0401,11.88,55
NC,Charlotte,Bessemer City,NC,35.284,-81.2828,26.06,15
NC,Charlotte,Catawba,NC,35.7095,-81.0668,37.1,56
NC,Charlotte,Charlotte,NC,35.2083,-80.8303,0.0,2855
NC,Charlotte,Cherryville,NC,35.3844,-81.3781,33.2,21
NC,Charlotte,China Grove,NC,35.572,-80.5791,28.84,22
NC,Charlotte,Claremont,NC,35.7104,-81.1532,39.16,35
NC,Charlotte,Cleveland,NC,35.7331,-80.6817,37.21,23
NC,Charlotte,Concord,NC,35.3933,-80.6369,16.8,547
NC,Charlotte,Conover,NC,35.7154,-81.2174,41.26,76
NC,Charlotte,Cornelius,NC,35.4724,-80.8813,18.47,13
NC,Charlotte,Crouse,NC,35.4214,-81.3027,30.43,2
NC,Charlotte,Dallas,NC,35.3169,-81.183,21.27,11
NC,Charlotte,Davidson,NC,35.484,-80.8247,19.05,1
NC,Charlotte,Denver,NC,35.5344,-81.034,25.29,17
NC,Charlotte,East Spencer,NC,35.6816,-80.4228,39.94,2
NC,Charlotte,Fairview,NC,35.1545,-80.5345,17.11,1
NC,Charlotte,Gastonia,NC,35.2494,-81.1854,20.24,203
NC,Charlotte,Gold Hill,NC,35.5254,-80.3452,35.03,3
NC,Charlotte,Granite Quarry,NC,35.6131,-80.4489,35.26,2
NC,Charlotte,Grover,NC,35.1735,-81.452,35.19,50
NC,Charlotte,Harrisburg,NC,35.3125,-80.6485,12.53,30
NC,Charlotte,Hickory,NC,35.741,-81.3223,46.05,253
NC,Charlotte,Hildebran,NC,35.7182,-81.421,48.44,5
NC,Charlotte,Huntersville,NC,35.406,-80.8716,13.86,52
NC,Charlotte,Indian Trail,NC,35.0699,-80.6452,14.17,92
NC,Charlotte,Iron Station,NC,35.4515,-81.1568,24.92,12
NC,Charlotte,Kannapolis,NC,35.4764,-80.6408,21.38,40
NC,Charlotte,Kings Mountain,NC,35.2349,-81.3501,29.4,540
NC,Charlotte,Kingstown,NC,35.3621,-81.6201,45.79,0
NC,Charlotte,Landis,NC,35.5477,-80.6113,26.5,72
NC,Charlotte,Lawndale,NC,35.4142,-81.563,43.69,19
NC,Charlotte,Lincolnton,NC,35.4748,-81.2386,29.47,69
NC,Charlotte,Locust,NC,35.2688,-80.4369,22.59,3
NC,Charlotte,Lowell,NC,35.2688,-81.1013,15.85,4
NC,Charlotte,Maiden,NC,35.5845,-81.224,34.17,10
NC,Charlotte,Marshville,NC,34.9865,-80.3685,30.27,22
NC,Charlotte,Matthews,NC,35.1195,-80.7101,9.15,97
NC,Charlotte,Mcadenville,NC,35.2652,-81.0805,14.66,1
NC,Charlotte,Midland,NC,35.245,-80.5212,17.63,23
NC,Charlotte,Mint Hill,NC,35.1783,-80.6528,10.23,8
NC,Charlotte,Monroe,NC,35.0063,-80.5596,20.71,189
NC,Charlotte,Mooresboro,NC,35.2992,-81.6986,49.39,0
NC,Charlotte,Mooresville,NC,35.5847,-80.8266,26.01,128
NC,Charlotte,Mount Gilead,NC,35.2163,-80.005,46.59,1
NC,Charlotte,Mount Holly,NC,35.3136,-81.0073,12.36,42
NC,Charlotte,Mount Pleasant,NC,35.3771,-80.4503,24.4,2
NC,Charlotte,New London,NC,35.4348,-80.2198,37.81,71
NC,Charlotte,Newton,NC,35.663,-81.2335,38.76,160
NC,Charlotte,Norwood,NC,35.2337,-80.1147,40.43,4
NC,Charlotte,Oakboro,NC,35.2283,-80.3339,28.05,13
NC,Charlotte,Peachland,NC,34.9931,-80.266,35.19,0
NC,Charlotte,Pineville,NC,35.0864,-80.8915,9.1,1381
NC,Charlotte,Polkton,NC,35.0031,-80.1963,38.54,1
NC,Charlotte,Richfield,NC,35.4716,-80.2586,37.0,8
NC,Charlotte,Rockwell,NC,35.5538,-80.407,33.74,5
NC,Charlotte,Salisbury,NC,35.6658,-80.4905,36.95,441
NC,Charlotte,Shelby,NC,35.2904,-81.5451,40.73,400
NC,Charlotte,Stallings,NC,35.1088,-80.6598,11.83,3
NC,Charlotte,Stanfield,NC,35.2337,-80.4303,22.65,57
NC,Charlotte,Stanley,NC,35.3552,-81.0938,18.0,11
NC,Charlotte,Statesville,NC,35.7842,-80.8713,39.86,939
NC,Charlotte,Stony Point,NC,35.8669,-81.047,47.11,4
NC,Charlotte,Troutman,NC,35.6873,-80.883,33.23,17
NC,Charlotte,Unionville,NC,35.0716,-80.5173,20.05,3
NC,Charlotte,Waco,NC,35.3622,-81.4287,35.39,1
NC,Charlotte,Wadesboro,NC,34.9645,-80.0746,45.93,6
NC,Charlotte,Waxhaw,NC,34.9363,-80.7439,19.42,6
NC,Charlotte,Wingate,NC,34.9859,-80.448,26.52,41
ND,Carrington,Carrington,ND,47.452,-99.1307,0.0,1
NE,Omaha,Colon,NE,41.2981,-96.6069,28.87,0
NE,Omaha,La Vista,NE,41.1816,-96.0664,5.65,2
NE,Omaha,Lincoln,NE,40.8099,-96.6784,45.18,0
NE,Omaha,Offutt AFB,NE,41.1207,-95.9209,11.97,0
NE,Omaha,Omaha,NE,41.2627,-96.0529,0.0,4
NE,Omaha,Valley,NE,41.3148,-96.3566,16.17,1
NH,Nashua,Concord,NH,43.2305,-71.5595,33.44,6
NH,Nashua,Dover,NH,43.1887,-70.8845,43.16,5
NH,Nashua,Franklin,NH,43.4499,-71.6691,49.25,3
NH,Nashua,Keene,NH,42.9494,-72.2998,43.24,3
NH,Nashua,Manchester,NH,42.9848,-71.4447,16.45,8
NH,Nashua,Nashua,NH,42.7491,-71.491,0.0,13
NH,Nashua,Portsmouth,NH,43.058,-70.7826,41.72,4
NH,Nashua,Rochester,NH,43.299,-70.9787,45.97,2
NH,Nashua,Somersworth,NH,43.2534,-70.8856,46.37,5
NJ,Newark,Allendale,NJ,41.0332,-74.1333,21.43,2
NJ,Newark,Allentown,NJ,40.1778,-74.5873,43.62,1
NJ,Newark,Asbury,NJ,40.7003,-75.0121,44.0,15
NJ,Newark,Asbury Park,NJ,40.2226,-74.0119,35.69,5
NJ,Newark,Avenel,NJ,40.5842,-74.2716,11.0,26
NJ,Newark,Bayonne,NJ,40.6668,-74.1158,4.97,11
NJ,Newark,Bergenfield,NJ,40.9236,-73.9982,16.5,1
NJ,Newark,Bloomsbury,NJ,40.6537,-75.084,48.0,1
NJ,Newark,Bogota,NJ,40.8751,-74.0293,12.82,2
NJ,Newark,Bound Brook,NJ,40.5676,-74.5383,22.03,6
NJ,Newark,Budd Lake,NJ,40.8733,-74.7375,31.29,0
NJ,Newark,Butler,NJ,40.999,-74.3472,21.05,1
NJ,Newark,Califon,NJ,40.7193,-74.8371,34.8,1
NJ,Newark,Carlstadt,NJ,40.8247,-74.0613,9.04,71
NJ,Newark,Carteret,NJ,40.5849,-74.2284,10.08,46
NJ,Newark,Clifton,NJ,40.863,-74.1575,9.6,57
NJ,Newark,Closter,NJ,40.9733,-73.9604,20.45,1
NJ,Newark,Cranford,NJ,40.6548,-74.3053,8.46,3
NJ,Newark,Cream Ridge,NJ,40.1326,-74.5348,45.12,1
NJ,Newark,Dayton,NJ,40.3768,-74.5112,29.89,115
NJ,Newark,Dover,NJ,40.8859,-74.5597,23.12,6
NJ,Newark,East Orange,NJ,40.7651,-74.2117,3.48,2
NJ,Newark,East Rutherford,NJ,40.8179,-74.0854,7.9,8
NJ,Newark,Eatontown,NJ,40.2913,-74.0558,30.55,6
NJ,Newark,Edgewater,NJ,40.8237,-73.974,12.44,1
NJ,Newark,Elizabeth,NJ,40.6658,-74.1913,4.17,77
NJ,Newark,Elmwood Park,NJ,40.9049,-74.1201,12.76,13
NJ,Newark,Emerson,NJ,40.9748,-74.024,18.96,2
NJ,Newark,Englewood,NJ,40.8917,-73.9736,15.55,5
NJ,Newark,Englishtown,NJ,40.2971,-74.3607,31.14,2
NJ,Newark,Fair Lawn,NJ,40.9359,-74.1177,14.88,5
NJ,Newark,Fairview,NJ,40.8182,-74.0022,11.01,3
NJ,Newark,Farmingdale,NJ,40.1985,-74.1702,36.34,14
NJ,Newark,Flanders,NJ,40.8412,-74.7102,29.26,5
NJ,Newark,Flemington,NJ,40.5087,-74.8599,39.01,15
NJ,Newark,Fords,NJ,40.5359,-74.3126,14.96,1
NJ,Newark,Fort Lee,NJ,40.8509,-73.9713,13.68,1
NJ,Newark,Frenchtown,NJ,40.5272,-75.0571,48.35,2
NJ,Newark,Garfield,NJ,40.8791,-74.1085,11.19,14
NJ,Newark,Glen Rock,NJ,40.9601,-74.125,16.47,1
NJ,Newark,Great Meadows,NJ,40.877,-74.9034,39.65,1
NJ,Newark,Hackensack,NJ,40.8891,-74.0462,13.15,3
NJ,Newark,Hackettstown,NJ,40.854,-74.8257,35.32,7
NJ,Newark,Haledon,NJ,40.9363,-74.1887,14.66,1
NJ,Newark,Harrison,NJ,40.7431,-74.1531,1.64,3
NJ,Newark,Hasbrouck Heights,NJ,40.8618,-74.0741,10.79,0
NJ,Newark,Hawthorne,NJ,40.9579,-74.1582,16.14,70
NJ,Newark,Hightstown,NJ,40.2686,-74.5253,36.55,2
NJ,Newark,Hillsborough,NJ,40.5069,-74.6523,29.31,6
NJ,Newark,Hoboken,NJ,40.7452,-74.0281,7.69,1
NJ,Newark,Jamesburg,NJ,40.3493,-74.4399,29.48,45
NJ,Newark,Jersey City,NJ,40.7184,-74.0686,5.46,76
NJ,Newark,Kearny,NJ,40.7528,-74.1202,3.36,46
NJ,Newark,Keasbey,NJ,40.5143,-74.3078,16.16,37
NJ,Newark,Kenilworth,NJ,40.6781,-74.289,6.89,8
NJ,Newark,Keyport,NJ,40.4328,-74.2011,20.21,2
NJ,Newark,Lakehurst,NJ,40.0133,-74.3201,49.75,0
NJ,Newark,Lambertville,NJ,40.3687,-74.943,47.34,3
NJ,Newark,Landing,NJ,40.9078,-74.6593,28.43,1
NJ,Newark,Lawrenceville,NJ,40.3018,-74.7378,41.65,0
NJ,Newark,Leonia,NJ,40.8638,-73.99,13.56,0
NJ,Newark,Lincoln Park,NJ,40.9239,-74.3035,15.39,0
NJ,Newark,Linden,NJ,40.6251,-74.2383,7.68,66
NJ,Newark,Little Ferry,NJ,40.8464,-74.0388,10.95,22
NJ,Newark,Little Silver,NJ,40.3357,-74.0346,27.82,1
NJ,Newark,Lodi,NJ,40.8784,-74.0814,11.65,75
NJ,Newark,Long Branch,NJ,40.2965,-73.9915,31.06,7
NJ,Newark,Madison,NJ,40.7586,-74.4169,13.01,1
NJ,Newark,Matawan,NJ,40.4127,-74.2365,21.8,2
NJ,Newark,Maywood,NJ,40.9025,-74.0634,13.56,47
NJ,Newark,Metuchen,NJ,40.5424,-74.3628,16.06,7
NJ,Newark,Middlesex,NJ,40.5744,-74.5011,20.11,6
NJ,Newark,Milford,NJ,40.5694,-75.0916,49.36,14
NJ,Newark,Milltown,NJ,40.4504,-74.4351,23.42,0
NJ,Newark,Monmouth Beach,NJ,40.3364,-73.9863,28.54,1
NJ,Newark,Monmouth Junction,NJ,40.3754,-74.5582,31.49,7
NJ,Newark,Moonachie,NJ,40.8408,-74.059,9.99,29
NJ,Newark,Morris Plains,NJ,40.8356,-74.4786,17.76,1
NJ,Newark,Morristown,NJ,40.7967,-74.4772,16.71,2
NJ,Newark,Mount Arlington,NJ,40.919,-74.639,27.85,1
NJ,Newark,Mountainside,NJ,40.6811,-74.3601,10.27,20
NJ,Newark,Neptune City,NJ,40.2005,-74.0333,36.94,2
NJ,Newark,Netcong,NJ,40.8985,-74.7019,30.18,1
NJ,Newark,New Brunswick,NJ,40.487,-74.445,21.76,18
NJ,Newark,New Egypt,NJ,40.0645,-74.5284,49.3,2
NJ,Newark,Newark,NJ,40.7245,-74.1725,0.0,121
NJ,Newark,Newfoundland,NJ,41.0594,-74.4308,26.79,1
NJ,Newark,Newton,NJ,41.0534,-74.7527,37.88,2
NJ,Newark,North Arlington,NJ,40.7874,-74.1273,4.95,3
NJ,Newark,North Plainfield,NJ,40.6209,-74.4386,15.67,2
NJ,Newark,Northvale,NJ,41.0101,-73.9505,22.89,1
NJ,Newark,Norwood,NJ,40.9933,-73.951,21.88,2
NJ,Newark,Oakhurst,NJ,40.2607,-74.0263,32.95,1
NJ,Newark,Oakland,NJ,41.0313,-74.2408,21.5,2
NJ,Newark,Oradell,NJ,40.9562,-74.0314,17.63,2
NJ,Newark,Palisades Park,NJ,40.8472,-73.9966,12.51,17
NJ,Newark,Paramus,NJ,40.9455,-74.0712,16.16,1
NJ,Newark,Parsippany,NJ,40.8645,-74.4135,15.89,16
NJ,Newark,Passaic,NJ,40.8574,-74.1282,9.47,19
NJ,Newark,Paterson,NJ,40.9147,-74.1624,13.15,51
NJ,Newark,Pennington,NJ,40.3262,-74.7908,42.57,1
NJ,Newark,Perth Amboy,NJ,40.5202,-74.2724,15.06,50
NJ,Newark,Pine Brook,NJ,40.8676,-74.3438,13.34,3
NJ,Newark,Plainfield,NJ,40.6154,-74.4157,14.81,3
NJ,Newark,Pompton Lakes,NJ,41.0024,-74.2859,20.09,2
NJ,Newark,Pompton Plains,NJ,40.9679,-74.3075,18.24,11
NJ,Newark,Port Murray,NJ,40.7915,-74.924,39.6,10
NJ,Newark,Port Reading,NJ,40.5685,-74.2469,11.46,3
NJ,Newark,Rahway,NJ,40.6077,-74.2807,9.86,6
NJ,Newark,Ramsey,NJ,41.0595,-74.1454,23.19,0
NJ,Newark,Ridgefield,NJ,40.8313,-74.0147,11.07,2
NJ,Newark,Ridgefield Park,NJ,40.8543,-74.0201,12.0,5
NJ,Newark,Ringwood,NJ,41.1065,-74.2749,26.93,1
NJ,Newark,Riverdale,NJ,40.9921,-74.3125,19.88,1
NJ,Newark,Rockleigh,NJ,41.0026,-73.9327,22.94,4
NJ,Newark,Roseland,NJ,40.8208,-74.3086,9.75,3
NJ,Newark,Roselle,NJ,40.6527,-74.2599,6.75,0
NJ,Newark,Roselle Park,NJ,40.6653,-74.2666,6.41,0
NJ,Newark,Rutherford,NJ,40.8203,-74.1057,7.49,3
NJ,Newark,Sayreville,NJ,40.4656,-74.3237,19.57,18
NJ,Newark,Secaucus,NJ,40.781,-74.0659,6.81,25
NJ,Newark,Shrewsbury,NJ,40.3249,-74.06,28.23,1
NJ,Newark,Somerset,NJ,40.5083,-74.501,22.8,17
NJ,Newark,Somerville,NJ,40.5696,-74.6092,25.27,4
NJ,Newark,South Amboy,NJ,40.4852,-74.2831,17.52,0
NJ,Newark,South Plainfield,NJ,40.5748,-74.4152,16.4,39
NJ,Newark,South River,NJ,40.4455,-74.3783,22.1,6
NJ,Newark,Spotswood,NJ,40.3949,-74.392,25.52,6
